order_id,user_id,city,restaurant_name,order_value,discount,final_amount,delivery_time,order_date,payment_method
1039,1669,Hyderabad,Biryani House,193.7,63.09,130.61,51,2024-04-18,Cash
1040,1702,Bangalore,Biryani House,615.55,80.85,534.7,44,2024-01-07,Cash
1041,1274,Pune,Biryani House,317.71,12.45,305.26,54,2024-05-07,Card
1042,1368,Bangalore,Burger Hub,232.67,95.72,136.95,38,2024-06-09,UPI
1043,1258,Pune,Biryani House,315.94,37.13,278.81,38,2024-01-01,Cash
1044,1507,Pune,Spicy Treats,222.68,49.11,173.57,56,2024-05-25,Cash
1045,1964,Pune,Cafe Coffee,437.25,33.19,404.06,34,2024-04-25,UPI
1046,1163,Delhi,Burger Hub,312.55,85.88,226.67,30,2024-05-14,UPI
1047,1392,Mumbai,Pizza Palace,591.98,10.37,581.61,36,2024-02-06,Card
1048,1023,Delhi,Pizza Palace,294.17,25.42,268.75,45,2024-06-18,Card
1049,1919,Pune,Burger Hub,304.32,79.84,224.48,43,2024-01-11,UPI
1050,1752,Mumbai,Spicy Treats,793.08,5.86,787.22,21,2024-01-08,UPI
1051,1455,Mumbai,Spicy Treats,135.57,53.99,81.58,52,2024-01-06,UPI
1052,1135,Bangalore,Burger Hub,168.73,42.61,126.12,27,2024-05-23,UPI
1053,1800,Hyderabad,Spicy Treats,384.76,16.12,368.64,22,2024-06-18,UPI
1054,1933,Delhi,Biryani House,161.42,26.58,134.84,23,2024-04-09,UPI
1055,1833,Hyderabad,Burger Hub,452.5,97.66,354.84,46,2024-01-06,Cash
1056,1136,Pune,Pizza Palace,109.42,96.96,12.46,35,2024-06-26,Cash
1057,1777,Delhi,Cafe Coffee,324.92,13.98,310.94,44,2024-03-20,Cash
1058,1013,Mumbai,Burger Hub,741.98,57.96,684.02,37,2024-04-04,Card
1059,1467,Bangalore,Burger Hub,438.52,78.9,359.62,36,2024-04-21,Cash
1060,1701,Pune,Cafe Coffee,615.65,5.77,609.88,21,2024-02-24,Cash
1061,1127,Hyderabad,Spicy Treats,709.01,48.0,661.01,53,2024-06-20,Card
1062,1032,Hyderabad,Burger Hub,156.11,84.16,71.95,54,2024-06-24,Card
1063,1910,Bangalore,Burger Hub,554.71,75.94,478.77,39,2024-03-21,UPI
1064,1331,Pune,Spicy Treats,616.35,35.81,580.54,51,2024-04-04,UPI
1065,1191,Mumbai,Spicy Treats,409.98,28.1,381.88,35,2024-06-25,Card
1066,1191,Pune,Burger Hub,715.07,83.21,631.86,55,2024-02-21,Cash
1067,1323,Hyderabad,Cafe Coffee,574.51,22.5,552.01,52,2024-03-18,Card
1068,1195,Mumbai,Cafe Coffee,383.56,87.27,296.29,41,2024-01-21,Cash
1069,1559,Hyderabad,Cafe Coffee,762.12,22.96,739.16,58,2024-06-14,Card
1070,1306,Pune,Cafe Coffee,671.97,10.94,661.03,21,2024-04-26,UPI
1071,1463,Bangalore,Pizza Palace,616.47,62.83,553.64,36,2024-01-28,Card
1072,1992,Bangalore,Burger Hub,471.09,2.9,468.19,42,2024-02-13,UPI
1073,1971,Hyderabad,Cafe Coffee,179.8,79.84,99.96,39,2024-04-25,Cash
1074,1815,Delhi,Pizza Palace,540.74,94.75,445.99,43,2024-05-13,UPI
1075,1809,Pune,Spicy Treats,292.42,58.81,233.61,25,2024-02-16,Cash
1076,1715,Hyderabad,Pizza Palace,151.79,58.93,92.86,25,2024-03-17,Cash
1077,1247,Delhi,Spicy Treats,232.63,28.68,203.95,50,2024-01-29,UPI
1078,1086,Delhi,Cafe Coffee,519.23,76.59,442.64,41,2024-05-04,UPI
1079,1895,Pune,Pizza Palace,637.68,18.07,619.61,37,2024-06-02,Card
1080,1079,Bangalore,Pizza Palace,246.09,57.6,188.49,54,2024-02-24,Cash
1081,1809,Bangalore,Spicy Treats,224.81,37.44,187.37,22,2024-02-25,Card
1082,1720,Bangalore,Burger Hub,207.08,83.74,123.34,34,2024-05-02,Cash
1083,1014,Mumbai,Cafe Coffee,522.74,98.38,424.36,42,2024-02-14,Card
1084,1603,Hyderabad,Biryani House,674.06,9.08,664.98,37,2024-06-03,UPI
1085,1299,Bangalore,Pizza Palace,496.03,84.13,411.9,34,2024-05-30,UPI
1086,1581,Mumbai,Spicy Treats,308.76,50.9,257.86,20,2024-06-04,Cash
1087,1110,Bangalore,Pizza Palace,690.43,42.14,648.29,51,2024-02-27,UPI
1088,1639,Delhi,Biryani House,408.19,64.55,343.64,43,2024-02-20,Card
1089,1270,Pune,Biryani House,264.34,84.5,179.84,43,2024-06-25,Cash
1090,1935,Mumbai,Spicy Treats,518.83,64.06,454.77,27,2024-06-02,Card
1091,1963,Pune,Cafe Coffee,664.15,51.55,612.6,30,2024-03-20,UPI
1092,1731,Bangalore,Cafe Coffee,573.84,68.01,505.83,37,2024-04-02,UPI
1093,1048,Bangalore,Burger Hub,417.22,22.85,394.37,27,2024-01-03,Card
1094,1538,Hyderabad,Cafe Coffee,784.77,58.06,726.71,55,2024-02-09,Card
1095,1714,Hyderabad,Pizza Palace,285.81,31.93,253.88,30,2024-01-12,Cash
1096,1605,Delhi,Cafe Coffee,735.76,2.01,733.75,30,2024-02-03,Cash
1097,1404,Delhi,Burger Hub,688.62,23.72,664.9,60,2024-05-28,Card
1098,1035,Hyderabad,Spicy Treats,568.98,18.38,550.6,44,2024-03-20,Cash
1099,1394,Mumbai,Cafe Coffee,379.2,81.8,297.4,28,2024-04-19,Cash
1100,1681,Hyderabad,Burger Hub,228.12,7.79,220.33,50,2024-06-06,Card
1101,1057,Hyderabad,Biryani House,427.14,78.62,348.52,23,2024-02-22,UPI
1102,1794,Bangalore,Pizza Palace,337.07,82.18,254.89,22,2024-05-06,Card
1103,1486,Pune,Spicy Treats,493.96,75.89,418.07,45,2024-03-13,UPI
1104,1887,Hyderabad,Cafe Coffee,185.64,50.04,135.6,53,2024-04-29,UPI
1105,1981,Hyderabad,Burger Hub,168.7,44.18,124.52,49,2024-04-03,Cash
1106,1230,Delhi,Spicy Treats,402.95,49.6,353.35,47,2024-01-19,Cash
1107,1433,Hyderabad,Pizza Palace,642.37,75.18,567.19,30,2024-02-07,UPI
1108,1998,Delhi,Spicy Treats,752.06,60.17,691.89,34,2024-05-16,UPI
1109,1816,Pune,Biryani House,381.8,34.58,347.22,38,2024-01-07,UPI
1110,1643,Mumbai,Cafe Coffee,641.69,53.24,588.45,55,2024-01-15,Card
1111,1115,Delhi,Spicy Treats,227.97,52.47,175.5,30,2024-05-25,Card
1112,1457,Mumbai,Pizza Palace,221.64,91.66,129.98,29,2024-06-07,Cash
1113,1412,Hyderabad,Spicy Treats,630.29,54.87,575.42,45,2024-04-09,UPI
1114,1219,Mumbai,Cafe Coffee,202.74,90.35,112.39,30,2024-05-02,Cash
1115,1501,Hyderabad,Cafe Coffee,684.8,25.2,659.6,46,2024-06-22,Card
1116,1199,Delhi,Burger Hub,730.16,21.74,708.42,21,2024-04-29,Cash
1117,1213,Pune,Burger Hub,255.92,9.13,246.79,50,2024-05-20,Card
1118,1493,Mumbai,Pizza Palace,753.94,57.41,696.53,59,2024-05-02,Card
1119,1763,Delhi,Biryani House,104.94,83.99,20.95,29,2024-01-01,UPI
1120,1467,Bangalore,Pizza Palace,640.32,11.57,628.75,48,2024-02-11,Cash
1121,1253,Delhi,Burger Hub,330.67,70.25,260.42,53,2024-05-04,UPI
1122,1437,Pune,Cafe Coffee,552.98,16.69,536.29,47,2024-03-21,Card
1123,1419,Pune,Burger Hub,525.67,28.66,497.01,53,2024-03-28,Card
1124,1212,Bangalore,Cafe Coffee,742.02,99.69,642.33,30,2024-03-14,UPI
1125,1490,Delhi,Cafe Coffee,530.93,66.55,464.38,31,2024-05-10,UPI
1126,1777,Mumbai,Pizza Palace,417.93,78.74,339.19,34,2024-06-15,UPI
1127,1120,Pune,Burger Hub,647.99,24.86,623.13,42,2024-01-17,Cash
1128,1937,Hyderabad,Pizza Palace,339.68,99.85,239.83,31,2024-05-23,Cash
1129,1207,Mumbai,Spicy Treats,559.48,42.32,517.16,53,2024-05-04,Cash
1130,1458,Hyderabad,Cafe Coffee,644.68,45.84,598.84,24,2024-06-02,UPI
1131,1768,Hyderabad,Biryani House,739.44,63.5,675.94,29,2024-05-09,UPI
1132,1370,Pune,Burger Hub,167.32,70.04,97.28,50,2024-01-24,Cash
1133,1633,Hyderabad,Cafe Coffee,520.49,54.37,466.12,47,2024-04-01,Card
1134,1589,Pune,Burger Hub,424.38,89.98,334.4,35,2024-06-19,Cash
1135,1955,Hyderabad,Spicy Treats,243.82,17.77,226.05,23,2024-01-23,Cash
1136,1749,Delhi,Spicy Treats,252.9,59.23,193.67,54,2024-02-26,Card
1137,1704,Hyderabad,Spicy Treats,480.08,23.06,457.02,54,2024-01-25,Cash
1138,1487,Hyderabad,Cafe Coffee,687.55,62.08,625.47,51,2024-01-07,UPI
1139,1909,Pune,Biryani House,558.51,30.69,527.82,34,2024-01-18,Cash
1140,1430,Mumbai,Pizza Palace,323.33,29.17,294.16,54,2024-03-29,Card
1141,1164,Mumbai,Biryani House,648.18,49.92,598.26,24,2024-06-22,Card
1142,1266,Delhi,Burger Hub,145.03,97.51,47.52,50,2024-03-02,Cash
1143,1149,Pune,Cafe Coffee,577.44,21.88,555.56,59,2024-04-27,Card
1144,1317,Hyderabad,Burger Hub,759.21,88.22,670.99,21,2024-01-29,UPI
1145,1575,Bangalore,Burger Hub,465.17,96.05,369.12,45,2024-04-18,Cash
1146,1402,Bangalore,Burger Hub,187.51,93.42,94.09,42,2024-02-19,Cash
1147,1212,Hyderabad,Biryani House,246.44,66.56,179.88,21,2024-04-12,Cash
1148,1084,Pune,Cafe Coffee,687.13,66.78,620.35,47,2024-06-01,Cash
1149,1670,Delhi,Cafe Coffee,748.89,68.1,680.79,23,2024-06-20,Cash
1150,1922,Pune,Biryani House,727.55,92.87,634.68,25,2024-02-07,UPI
1151,1734,Bangalore,Biryani House,373.56,47.32,326.24,30,2024-01-15,Card
1152,1254,Hyderabad,Pizza Palace,338.71,34.21,304.5,24,2024-03-28,Cash
1153,1353,Pune,Spicy Treats,331.17,56.26,274.91,26,2024-06-22,Cash
1154,1654,Delhi,Spicy Treats,573.24,41.3,531.94,48,2024-05-28,Cash
1155,1223,Pune,Cafe Coffee,777.19,61.58,715.61,50,2024-03-09,Card
1156,1919,Bangalore,Cafe Coffee,594.45,85.74,508.71,38,2024-06-18,Card
1157,1481,Hyderabad,Biryani House,296.66,41.68,254.98,29,2024-05-26,UPI
1158,1896,Delhi,Spicy Treats,149.44,18.85,130.59,40,2024-06-04,UPI
1159,1448,Pune,Spicy Treats,777.97,80.92,697.05,31,2024-06-09,UPI
1160,1073,Delhi,Cafe Coffee,441.21,87.11,354.1,27,2024-03-26,UPI
1161,1438,Delhi,Biryani House,647.54,12.2,635.34,31,2024-06-10,Card
1162,1023,Pune,Spicy Treats,739.52,53.6,685.92,28,2024-03-15,UPI
1163,1901,Pune,Pizza Palace,123.28,18.19,105.09,27,2024-03-19,UPI
1164,1020,Bangalore,Spicy Treats,488.41,60.52,427.89,44,2024-04-12,Cash
1165,1322,Bangalore,Biryani House,764.34,24.38,739.96,35,2024-06-12,Cash
1166,1471,Bangalore,Spicy Treats,789.09,49.26,739.83,60,2024-05-02,Card
1167,1647,Pune,Pizza Palace,579.14,4.09,575.05,22,2024-02-12,Cash
1168,1330,Hyderabad,Spicy Treats,228.85,73.77,155.08,51,2024-05-11,UPI
1169,1230,Hyderabad,Burger Hub,433.04,83.71,349.33,36,2024-03-15,Cash
1170,1414,Hyderabad,Spicy Treats,658.47,82.49,575.98,21,2024-01-13,Cash
1171,1904,Mumbai,Biryani House,398.07,18.37,379.7,60,2024-01-20,Card
1172,1807,Pune,Burger Hub,511.43,77.97,433.46,37,2024-04-01,Cash
1173,1697,Hyderabad,Pizza Palace,388.7,89.72,298.98,25,2024-02-19,UPI
1174,1550,Delhi,Burger Hub,421.34,25.05,396.29,34,2024-05-24,Cash
1175,1016,Delhi,Burger Hub,543.94,73.03,470.91,39,2024-05-11,UPI
1176,1397,Hyderabad,Spicy Treats,100.96,59.26,41.7,39,2024-05-06,Cash
1177,1481,Mumbai,Spicy Treats,160.74,54.77,105.97,53,2024-05-14,Card
1178,1436,Bangalore,Cafe Coffee,347.32,26.78,320.54,20,2024-03-26,UPI
1179,1543,Hyderabad,Biryani House,150.36,38.38,111.98,46,2024-05-25,Card
1180,1865,Delhi,Pizza Palace,473.92,75.87,398.05,24,2024-06-16,UPI
1181,1639,Delhi,Spicy Treats,472.43,57.59,414.84,50,2024-04-18,Card
1182,1742,Bangalore,Cafe Coffee,370.48,4.92,365.56,55,2024-01-13,Cash
1183,1775,Pune,Pizza Palace,184.0,1.59,182.41,36,2024-06-20,Cash
1184,1465,Mumbai,Biryani House,566.88,5.81,561.07,23,2024-05-15,UPI
1185,1304,Delhi,Burger Hub,762.35,69.98,692.37,51,2024-06-13,UPI
1186,1541,Pune,Spicy Treats,528.34,7.65,520.69,20,2024-06-17,Cash
1187,1575,Mumbai,Pizza Palace,625.94,47.85,578.09,32,2024-04-02,Cash
1188,1234,Delhi,Burger Hub,202.26,55.34,146.92,34,2024-01-08,UPI
1189,1152,Pune,Spicy Treats,366.03,49.3,316.73,22,2024-02-14,UPI
1190,1126,Bangalore,Pizza Palace,669.55,5.3,664.25,26,2024-05-27,UPI
1191,1870,Pune,Biryani House,421.76,44.55,377.21,31,2024-04-12,Cash
1192,1448,Mumbai,Spicy Treats,261.37,87.79,173.58,39,2024-01-14,Cash
1193,1426,Delhi,Biryani House,462.59,51.62,410.97,31,2024-01-17,Card
1194,1063,Bangalore,Cafe Coffee,751.05,70.67,680.38,21,2024-03-28,Cash
1195,1946,Pune,Spicy Treats,468.47,72.46,396.01,23,2024-05-22,Card
1196,1952,Hyderabad,Cafe Coffee,509.91,45.21,464.7,29,2024-04-04,Card
1197,1928,Bangalore,Pizza Palace,233.49,25.26,208.23,27,2024-02-06,Cash
1198,1055,Pune,Biryani House,236.71,86.84,149.87,38,2024-01-26,UPI
1199,1031,Delhi,Burger Hub,287.83,8.41,279.42,57,2024-05-12,UPI
1200,1879,Mumbai,Biryani House,390.99,88.86,302.13,47,2024-05-20,UPI
1201,1382,Pune,Burger Hub,301.47,66.08,235.39,26,2024-02-28,UPI
1202,1343,Pune,Biryani House,167.61,3.12,164.49,60,2024-01-11,UPI
1203,1635,Bangalore,Burger Hub,114.96,19.39,95.57,20,2024-01-18,Cash
1204,1183,Mumbai,Spicy Treats,407.45,60.05,347.4,51,2024-05-28,UPI
1205,1101,Mumbai,Burger Hub,407.84,20.4,387.44,44,2024-04-29,UPI
1206,1052,Pune,Cafe Coffee,404.7,26.67,378.03,39,2024-04-09,Card
1207,1969,Bangalore,Burger Hub,172.97,61.94,111.03,23,2024-03-04,Cash
1208,1025,Delhi,Spicy Treats,125.5,87.46,38.04,49,2024-06-23,UPI
1209,1068,Delhi,Biryani House,196.24,34.1,162.14,41,2024-03-15,UPI
1210,1796,Hyderabad,Spicy Treats,637.61,19.91,617.7,33,2024-01-29,Card
1211,1505,Hyderabad,Burger Hub,578.39,76.33,502.06,54,2024-03-21,Card
1212,1037,Pune,Cafe Coffee,770.24,55.66,714.58,26,2024-05-17,Cash
1213,1148,Bangalore,Pizza Palace,715.07,95.42,619.65,38,2024-02-28,UPI
1214,1169,Delhi,Biryani House,150.72,52.45,98.27,40,2024-03-22,Cash
1215,1733,Delhi,Cafe Coffee,264.02,55.88,208.14,33,2024-03-05,UPI
1216,1304,Hyderabad,Pizza Palace,100.88,13.67,87.21,30,2024-05-06,Cash
1217,1995,Delhi,Biryani House,553.94,93.11,460.83,35,2024-03-04,Cash
1218,1032,Bangalore,Cafe Coffee,421.9,91.58,330.32,59,2024-01-09,Card
1219,1705,Mumbai,Burger Hub,587.57,31.88,555.69,23,2024-01-15,Cash
1220,1906,Pune,Cafe Coffee,460.22,55.48,404.74,49,2024-06-02,Card
1221,1950,Delhi,Burger Hub,795.53,2.94,792.59,36,2024-04-10,UPI
1222,1711,Bangalore,Burger Hub,721.81,97.13,624.68,43,2024-02-14,Cash
1223,1692,Delhi,Biryani House,113.4,14.71,98.69,25,2024-02-22,Card
1224,1065,Hyderabad,Burger Hub,217.61,8.06,209.55,57,2024-03-17,Cash
1225,1946,Bangalore,Biryani House,755.68,52.89,702.79,50,2024-02-04,Card
1226,1785,Pune,Cafe Coffee,800.0,76.42,723.58,45,2024-04-21,UPI
1227,1115,Bangalore,Cafe Coffee,347.09,91.45,255.64,39,2024-03-21,UPI
1228,1027,Hyderabad,Biryani House,193.91,0.07,193.84,55,2024-06-11,Cash
1229,1019,Bangalore,Pizza Palace,353.5,8.86,344.64,56,2024-05-04,Card
1230,1140,Hyderabad,Burger Hub,788.51,7.46,781.05,47,2024-06-19,UPI
1231,1335,Bangalore,Biryani House,748.72,52.31,696.41,21,2024-05-31,Cash
1232,1165,Pune,Burger Hub,496.79,3.35,493.44,43,2024-05-24,UPI
1233,1105,Pune,Cafe Coffee,408.84,40.22,368.62,54,2024-01-24,Card
1234,1991,Mumbai,Biryani House,461.65,79.88,381.77,45,2024-02-22,UPI
1235,1209,Pune,Spicy Treats,154.13,37.12,117.01,40,2024-03-10,Cash
1236,1387,Delhi,Burger Hub,196.92,22.79,174.13,45,2024-02-15,Cash
1237,1681,Pune,Spicy Treats,660.4,63.73,596.67,43,2024-03-10,Card
1238,1560,Bangalore,Pizza Palace,145.56,7.88,137.68,39,2024-02-17,Cash
1239,1161,Pune,Biryani House,344.44,75.23,269.21,56,2024-04-05,Card
1240,1941,Hyderabad,Biryani House,161.97,0.47,161.5,33,2024-05-03,Cash
1241,1564,Hyderabad,Burger Hub,160.55,65.64,94.91,21,2024-06-07,Cash
1242,1712,Hyderabad,Cafe Coffee,581.56,29.42,552.14,35,2024-05-31,UPI
1243,1170,Pune,Biryani House,498.03,24.68,473.35,38,2024-06-05,Card
1244,1679,Pune,Burger Hub,552.02,59.71,492.31,51,2024-04-01,UPI
1245,1410,Mumbai,Burger Hub,407.68,9.94,397.74,38,2024-05-12,UPI
1246,1248,Mumbai,Cafe Coffee,747.69,46.84,700.85,34,2024-01-04,Card
1247,1603,Hyderabad,Biryani House,502.22,6.66,495.56,20,2024-01-06,Cash
1248,1642,Pune,Burger Hub,232.29,77.12,155.17,23,2024-03-26,UPI
1249,1361,Pune,Biryani House,567.02,16.69,550.33,34,2024-04-20,Cash
1250,1856,Mumbai,Cafe Coffee,795.9,67.8,728.1,34,2024-04-20,UPI
1251,1684,Pune,Pizza Palace,767.12,51.93,715.19,46,2024-06-25,Cash
1252,1538,Hyderabad,Biryani House,505.58,82.57,423.01,30,2024-03-03,UPI
1253,1955,Hyderabad,Spicy Treats,159.32,46.95,112.37,51,2024-06-07,Cash
1254,1009,Hyderabad,Cafe Coffee,444.65,8.46,436.19,32,2024-03-28,Card
1255,1068,Bangalore,Cafe Coffee,473.59,4.95,468.64,34,2024-06-01,Card
1256,1279,Hyderabad,Burger Hub,298.78,64.95,233.83,52,2024-05-26,UPI
1257,1583,Delhi,Biryani House,661.7,35.9,625.8,54,2024-05-09,Card
1258,1597,Pune,Biryani House,721.97,48.99,672.98,39,2024-02-15,Card
1259,1144,Delhi,Spicy Treats,618.35,20.44,597.91,46,2024-04-11,Cash
1260,1808,Hyderabad,Burger Hub,161.03,50.54,110.49,20,2024-03-21,Cash
1261,1199,Bangalore,Burger Hub,729.91,6.44,723.47,33,2024-03-16,UPI
1262,1188,Bangalore,Burger Hub,681.5,68.25,613.25,30,2024-06-25,UPI
1263,1736,Pune,Cafe Coffee,576.04,91.87,484.17,29,2024-06-11,UPI
1264,1304,Pune,Spicy Treats,218.06,77.34,140.72,57,2024-02-07,Cash
1265,1116,Delhi,Cafe Coffee,581.72,20.26,561.46,60,2024-04-23,Card
1266,1464,Bangalore,Spicy Treats,778.12,14.75,763.37,39,2024-05-28,Card
1267,1691,Delhi,Biryani House,251.39,72.97,178.42,36,2024-03-01,UPI
1268,1090,Pune,Cafe Coffee,575.33,7.35,567.98,24,2024-06-15,UPI
1269,1304,Bangalore,Cafe Coffee,737.91,37.25,700.66,23,2024-03-16,Cash
1270,1011,Mumbai,Burger Hub,108.29,83.21,25.08,29,2024-01-08,Cash
1271,1967,Pune,Biryani House,247.49,4.6,242.89,31,2024-01-13,UPI
1272,1353,Hyderabad,Cafe Coffee,745.8,36.92,708.88,39,2024-02-07,UPI
1273,1591,Pune,Biryani House,348.15,78.91,269.24,37,2024-02-05,Cash
1274,1175,Hyderabad,Spicy Treats,308.71,61.75,246.96,50,2024-05-03,Cash
1275,1321,Bangalore,Cafe Coffee,520.57,5.56,515.01,34,2024-02-29,Card
1276,1945,Hyderabad,Burger Hub,296.02,10.82,285.2,45,2024-02-19,Card
1277,1815,Hyderabad,Cafe Coffee,414.77,56.44,358.33,53,2024-06-18,Cash
1278,1799,Pune,Spicy Treats,144.69,99.07,45.62,52,2024-04-21,Cash
1279,1894,Delhi,Cafe Coffee,639.45,88.77,550.68,39,2024-01-15,Cash
1280,1169,Pune,Cafe Coffee,247.11,56.32,190.79,28,2024-03-12,UPI
1281,1912,Bangalore,Spicy Treats,624.64,7.23,617.41,28,2024-02-05,Card
1282,1423,Mumbai,Cafe Coffee,232.89,26.41,206.48,33,2024-03-16,Cash
1283,1635,Bangalore,Pizza Palace,693.09,53.76,639.33,47,2024-06-24,Card
1284,1526,Bangalore,Spicy Treats,731.46,87.65,643.81,28,2024-02-26,Card
1285,1048,Hyderabad,Spicy Treats,603.55,46.58,556.97,42,2024-03-21,Cash
1286,1253,Hyderabad,Biryani House,353.89,74.57,279.32,49,2024-05-11,Card
1287,1083,Delhi,Cafe Coffee,584.11,59.11,525.0,45,2024-05-26,Cash
1288,1980,Pune,Biryani House,636.91,15.55,621.36,59,2024-03-29,Cash
1289,1407,Delhi,Burger Hub,152.15,0.23,151.92,36,2024-02-10,UPI
1290,1421,Delhi,Cafe Coffee,182.25,92.46,89.79,59,2024-01-24,Card
1291,1907,Delhi,Pizza Palace,186.21,87.47,98.74,37,2024-04-13,Card
1292,1393,Hyderabad,Pizza Palace,496.72,77.26,419.46,20,2024-01-03,UPI
1293,1143,Pune,Spicy Treats,329.29,25.03,304.26,46,2024-04-21,Card
1294,1184,Delhi,Spicy Treats,176.67,86.25,90.42,20,2024-06-12,UPI
1295,1449,Delhi,Biryani House,125.42,73.66,51.76,51,2024-06-16,UPI
1296,1292,Delhi,Burger Hub,443.77,12.94,430.83,48,2024-05-06,Cash
1297,1421,Delhi,Burger Hub,791.98,83.42,708.56,42,2024-02-10,Cash
1298,1189,Pune,Biryani House,144.89,90.81,54.08,25,2024-04-19,UPI
1299,1809,Delhi,Cafe Coffee,492.74,6.31,486.43,24,2024-05-04,UPI
1300,1461,Mumbai,Biryani House,532.88,24.62,508.26,42,2024-01-20,UPI
1301,1484,Hyderabad,Pizza Palace,574.57,51.97,522.6,41,2024-01-27,UPI
1302,1322,Hyderabad,Biryani House,111.95,4.26,107.69,33,2024-01-16,UPI
1303,1997,Pune,Cafe Coffee,405.25,43.33,361.92,46,2024-03-26,Card
1304,1988,Bangalore,Cafe Coffee,719.48,93.08,626.4,30,2024-04-18,Card
1305,1595,Pune,Pizza Palace,289.27,82.13,207.14,21,2024-04-02,Cash
1306,1788,Delhi,Cafe Coffee,496.13,49.88,446.25,20,2024-03-09,UPI
1307,1372,Mumbai,Spicy Treats,378.03,26.19,351.84,39,2024-02-11,UPI
1308,1991,Delhi,Spicy Treats,624.94,93.33,531.61,20,2024-06-25,UPI
1309,1436,Hyderabad,Biryani House,777.82,88.06,689.76,35,2024-02-05,Cash
1310,1508,Pune,Pizza Palace,723.81,99.63,624.18,33,2024-04-20,Cash
1311,1060,Mumbai,Cafe Coffee,605.14,5.36,599.78,57,2024-05-30,Card
1312,1334,Pune,Burger Hub,285.93,71.52,214.41,37,2024-01-04,Cash
1313,1593,Hyderabad,Spicy Treats,113.92,76.6,37.32,24,2024-02-17,Card
1314,1250,Pune,Pizza Palace,354.46,97.7,256.76,44,2024-02-16,UPI
1315,1220,Hyderabad,Burger Hub,701.14,40.87,660.27,29,2024-06-28,Cash
1316,1487,Pune,Cafe Coffee,268.79,77.74,191.05,25,2024-05-05,UPI
1317,1027,Delhi,Spicy Treats,650.6,1.84,648.76,31,2024-03-10,Cash
1318,1760,Delhi,Spicy Treats,357.59,98.27,259.32,58,2024-05-03,Card
1319,1233,Pune,Burger Hub,379.73,14.78,364.95,33,2024-06-02,Card
1320,1401,Hyderabad,Spicy Treats,597.54,21.71,575.83,48,2024-02-08,Cash
1321,1347,Hyderabad,Cafe Coffee,625.65,96.01,529.64,25,2024-02-18,Card
1322,1242,Hyderabad,Spicy Treats,425.04,69.2,355.84,45,2024-02-10,Cash
1323,1943,Hyderabad,Biryani House,143.49,15.11,128.38,28,2024-01-16,UPI
1324,1436,Mumbai,Burger Hub,321.87,74.06,247.81,29,2024-04-28,Cash
1325,1249,Hyderabad,Biryani House,100.4,83.03,17.37,39,2024-05-27,Card
1326,1472,Mumbai,Burger Hub,450.93,22.08,428.85,48,2024-05-29,Cash
1327,1376,Bangalore,Cafe Coffee,690.08,24.56,665.52,37,2024-03-25,UPI
1328,1628,Bangalore,Biryani House,557.98,93.72,464.26,34,2024-01-01,UPI
1329,1148,Hyderabad,Biryani House,316.32,98.55,217.77,54,2024-02-19,UPI
1330,1513,Hyderabad,Cafe Coffee,313.28,91.96,221.32,29,2024-01-24,Cash
1331,1896,Delhi,Spicy Treats,237.67,3.04,234.63,25,2024-04-02,Cash
1332,1848,Delhi,Pizza Palace,638.65,34.19,604.46,23,2024-03-21,UPI
1333,1332,Hyderabad,Biryani House,684.84,62.19,622.65,25,2024-03-23,UPI
1334,1310,Mumbai,Burger Hub,636.69,76.05,560.64,40,2024-03-11,Cash
1335,1081,Delhi,Burger Hub,570.93,14.58,556.35,51,2024-05-27,UPI
1336,1358,Delhi,Burger Hub,749.25,52.96,696.29,34,2024-01-07,Cash
1337,1537,Mumbai,Spicy Treats,494.36,17.7,476.66,55,2024-05-25,Cash
1338,1249,Pune,Biryani House,323.0,95.86,227.14,55,2024-01-18,Cash
1339,1796,Delhi,Cafe Coffee,485.55,60.5,425.05,32,2024-05-23,Cash
1340,1876,Bangalore,Burger Hub,603.25,6.68,596.57,42,2024-01-30,UPI
1341,1078,Pune,Cafe Coffee,102.59,73.42,29.17,47,2024-04-08,Card
1342,1560,Delhi,Cafe Coffee,580.83,13.64,567.19,46,2024-05-11,Card
1343,1962,Pune,Spicy Treats,635.91,43.8,592.11,42,2024-06-25,UPI
1344,1237,Pune,Biryani House,333.2,87.72,245.48,25,2024-04-05,UPI
1345,1873,Hyderabad,Burger Hub,343.0,79.4,263.6,43,2024-03-04,UPI
1346,1142,Delhi,Cafe Coffee,384.53,57.87,326.66,40,2024-01-06,Cash
1347,1138,Bangalore,Cafe Coffee,257.83,72.28,185.55,52,2024-05-26,Cash
1348,1159,Pune,Burger Hub,552.32,9.98,542.34,59,2024-01-10,Card
1349,1202,Mumbai,Biryani House,324.55,59.4,265.15,52,2024-06-13,Cash
1350,1299,Mumbai,Burger Hub,622.96,39.23,583.73,24,2024-04-20,Cash
1351,1219,Pune,Spicy Treats,566.46,7.05,559.41,55,2024-06-26,Card
1352,1208,Hyderabad,Pizza Palace,644.75,27.05,617.7,40,2024-06-28,UPI
1353,1165,Pune,Spicy Treats,635.72,2.05,633.67,30,2024-01-02,Card
1354,1846,Delhi,Spicy Treats,441.44,78.83,362.61,52,2024-01-18,Card
1355,1040,Bangalore,Cafe Coffee,231.97,73.81,158.16,52,2024-05-18,Card
1356,1231,Pune,Biryani House,151.47,8.85,142.62,42,2024-02-15,Cash
